EventName,Text,Label
Missed Shot by Luka Doncic,Now look with a step back three over Baynes.,1.0
2-pointer by Devin Booker,Maybe should have stepped back a bit book quick pull up and Booker coming on the clearly his best overall game.,0.0
Missed Shot by Damian Lillard,"Damian Lillard, little fake for shot.",1.0
Jump Ball by Taj Gibson,"Now we can score and he's just gotta take a little bit of a step back behind McCollum and Lillard, but he's in.",0.0
Dunk by Andre Drummond,Reggie Jackson against Smith junior lobs.,1.0
2-pointer by Terry Rozier,Find Rosier fakes the three.,1.0
Missed Shot by Will Barton,With a step back to shot.,1.0
Missed Shot by Stephen Curry,"Well, first three points for the rookie and again big task filling in for joellen bead step Curry steps back a 2 pointer.",1.0
3-pointer by Gordon Hayward,No look pass.,1.0
Missed Shot by CJ McCollum,Asthma column on the step back.,1.0
2-pointer by Julius Randle,The last couple of games Randle's into his sort of step back jumper with the left hand.,1.0
2-pointer by Patrick Beverley,"Running the old school we hear on the perimeter, Beverly will step back game Tide at 4.",1.0
Missed Shot by Luke Kennard,Fake Luke Canard wide open gun won't go tapped in by Blake.,1.0
Missed Shot by D.J. Augustin,Here's Augustin step back for three.,1.0
2-pointer by Andrew Wiggins,Great separation with step back moves averaged around 35% from downtown over in Europe is Andrew Wiggins gets the first point to this game.,0.0
Missed Shot by Keita Bates-Diop,Backdoor cut by Mitch Creek.,1.0
2-pointer by Grant Williams,Trying to pick on Dellavedova was trying to pull his way to the hoop couple of good fakes.,1.0
Steal by Kent Bazemore,I had the college for the Jam and it's 5 nothing.,1.0
2-pointer by Malik Beasley,"By Willie Cauley, backdoor.",1.0
2-pointer by Avery Bradley,Avery Bradley brought over from the Los Angeles Clippers starting his second game at the two guard opposite Delon Wright tonight steps back on Aldridge.,1.0
2-pointer by Joe Ingles,Step back.,1.0
Missed Shot by Royce O'Neale,Mitchell behind the back voice.,1.0
Missed Shot by Caris LeVert,Here is Carris LeVert stepping back.,1.0
2-pointer by Al Horford,"While trying to defend Horford on the low block step, back jumper is good for Horford in Philly.",1.0
Rebound by Lauri Markkanen,"Step back, dogic that looked to be short out of the gate and it was.",1.0
Missed Shot by Luka Doncic,"Step back, dogic that looked to be short out of the gate and it was.",1.0
2-pointer by Nikola Jokic,Now take a look and gather it in not get sick 1 three in a row from the Raptors two last season one this season Jokic step back and he's got it.,1.0
3-pts Made by Will Barton,He steps back for us three and hits.,1.0
Missed Shot by Olivier Hanlan,I once called like a fake Royal Rumble match and.,0.0
2-pointer by CJ McCollum,McCallum Free throw line step back jumper good.,1.0
Turnover by Danilo Gallinari,That no look pass got deflected inside the atoms under clearly making it a point to get the ball inside the Adams.,1.0
Rebound by Lonnie Walker IV,Purtle LeBron loves this match up little step back on Yakub no good remount taken by San Antonio's too.,1.0
Missed Shot by Marc Gasol,Little step back look good out of his hand.,1.0
2-pointer by Jaylen Brown,Step back jumper beautiful touch by Jaylen Brown.,1.0
Missed Shot by Tim Frazier,Behind the back and kicks to the corner.,1.0
Missed Shot by Shai Gilgeous-Alexander,SJ steps back behind the line.,1.0
Rebound by Cam Reddish,"Jack locks down to four step back, PJ.",1.0
Missed Shot by P.J. Washington,"Jack locks down to four step back, PJ.",1.0
Foul by Ian Mahinmi,"Cody Zeller attack bowl, Euro step and he draws contact and he'll go to the free throw line.",1.0
2-pointer by Anthony Davis,Pat and step back.,0.0
Missed Shot by De'Aaron Fox,"Fox steps back, left hands want short 3 pounds his own.",1.0
2-pointer by Aron Baynes,"Baynes roll into the bucket, put up fake.",1.0
2-pointer by Jrue Holiday,"JJ Redick, nice shot fake.",1.0
Missed Shot by Luka Doncic,That's another step back.,1.0
2-pointer by CJ McCollum,Step back three CJ McCollum.,1.0
Rebound by JaVale McGee,The lob for McGee back taps it.,1.0
Replay - Auto,"Great backdoor cut here by Gerald Green, His Manson, watching Chris Paul ball handle.",1.0
Steal by Dewayne Dedmon,"Step back, triple try around it off Blake Griffin for Reggie and four court.",1.0
2-pointer by Collin Sexton,Just a little step back.,0.0
Missed Shot by Wesley Matthews,"Guarding Doncic, they go to Matthews was Matthews is open, but this is Reggie Jackson, the forecourt, after the behind the back dribble.",0.0
Turnover by Trae Young,Looney sniffed out that lob right away.,1.0
Replay 0.067-0.003,Watch the shot fake and then nobody steps up to help.,1.0
Missed Shot by Wendell Carter Jr.,Step back for Wendell Carter.,1.0
Missed Shot by Rudy Gobert,"Bogdanovich lobs it to Gobert an, misses the chip shot.",1.0
Rebound by Paul George,"Bogdanovich lobs it to Gobert an, misses the chip shot.",1.0
2-pointer by Ben SimmonsAssist by Joel Embiid,Not bad when you can run a backdoor play for your 610 point guard.,1.0
2-pointer by Kevin Love,Step back.,1.0
2-pointer by Kemba Walker,Kimbo with that lethal step back.,1.0
2-pointer by Kemba Walker,Doris is there another step back in the League?,1.0
Foul by Jalen Jones,"Evans is on first time, second half step back jumper by Tyreek no good, and that's a loose ball foul keeping it there.",1.0
2-pointer by Nemanja Bjelica,Get past the elites of the fake.,1.0
Assist by P.J. Washington,No look pass.,1.0
Missed Shot by Kemba Walker,"Behind the back pass, Kemba misses the three.",1.0
2-pts Made by C.J. Williams,CJ Williams little ball fake.,1.0
Foul by Michael Beasley,"First half lob inside, knocked away by Mickey, but a foul, whoever tonight.",1.0
Dunk by Deandre Ayton,By the Sun jam for DeAndre Ayton.,1.0
Missed Shot by Ricky Rubio,Ricky step back 3.,1.0
Missed Shot by Dennis Smith Jr.,"And that trade involving Brooklyn in all the pics as Lucas thought about the step back, went to Dennis Smith Junior.",0.0
Missed Shot by Blake Griffin,Unforced turnover Reggie Jackson behind the back.,1.0
Dunk by TJ Warren,Big part of the problem has worn able to leak out and jams at home.,1.0
Missed Shot by Myles Turner,"Just turn a ball, faked him out of his squat, still able to get to the rim.",1.0
2-pointer by Kevin Durant,Rubio nice fake tried to draw the foul on Jones but Rubio initiated the contact.,1.0
Foul by Jakob Poeltl,Fines Turkey fakes two defenders in the air and he draws purple and white into the body.,1.0
3-pointer by Karl-Anthony Towns,"It used, it steps back.",1.0
3-pointer by Jeremy Lamb,Jeremy Lamb step back behind the line.,1.0
Replay - Manual,Clear great hands by Davis and then the behind the back.,1.0
Missed Shot by Grayson Allen,Here's Moran touching the paint behind the back to Anderson.,1.0
Rebound by Bogdan Bogdanovic,Here's Moran touching the paint behind the back to Anderson.,1.0
Dunk by Al Horford,"Here's Tatum coming off a 22 point effort in Game six, they lob it Horford for the Easy Jam.",1.0
Missed Shot by Julius Randle,"He's really played well in that game, Brandl step back Jumper missed it.",1.0
Missed Shot by James Harden,He put a fake out and not as much why?,1.0
Missed Shot by LeBron James,"But they were 24 and three prior to this St James isolated with Subocz shot Clock at 4A step back, three handed his face and Beverly the rebound.",1.0
Replay 0.069-0.057,This is just that great euro step right there.,1.0
Missed Shot by Ben Simmons,8785 victory to Welwyn Beetle step back and shoot a three and beat missing and bead played it.,1.0
Steal by Brook Lopez,"Backdoor lob intended for Turner, who was open at the rim, batted away by Lopez, Kentavious Caldwell.",0.0
Steal by Brook Lopez,"Backdoor lob intended for Turner, who was open at the rim, batted away by Lopez, Kentavious Caldwell.",0.0
Missed Shot by DeAndre Jordan,Here's Doncic lobbing it for Jordan.,1.0
2-pointer by Klay Thompson,Nice backdoor.,1.0
Missed Shot by Ricky Rubio,Rubio nice fake tried to draw the foul on Jones but Rubio initiated the contact.,1.0
3-pointer by Stephen Curry,Ari fakes the three one dribble fires and hits.,1.0
Missed Shot by Markieff Morris,So step back over Aminu.,1.0
Replay - Auto,But Anthony Davis going up top for the lobby.,1.0
Dunk by Willie Cauley-Stein,I drop a dime.,0.0
2-pointer by Damian Lillard,Step back on a break the space right over the top.,0.0
Missed Shot by Danny Green,"Green goes behind the back, gives it up for Murray.",1.0
Foul by Kevin Love,"Allison, nice fake draws the foul and he's going to head to the free throw line.",1.0
2-pointer by Tobias Harris,"Going off another strong game last night against Washington early watch the Orpheus Harris with the step back, yes?",1.0
Missed Shot by Danilo Gallinari,Gallinari catches step back.,1.0
Missed Shot by CJ McCollum,McConnell on the step back had a good box off by Anthony Davis.,1.0
Missed Shot by James Ennis III,The bronze behind the back bounce picked off.,0.0
2-pointer by Marcus Morris,"George pokes it away, George, just a Premier defender goes to that fake, and Marcus Morris knocks down his first shot.",1.0
Missed Shot by Jamal Murray,Nice backdoor pass by Jokic and Murray.,1.0
Rebound by Larry Nance Jr.,"Four on the 24th, James Steps back long.",1.0
Missed Shot by Joe Ingles,This little space on the three step back.,1.0
3-pointer by Goran Dragic,Drag it with the side Step 3.,1.0
Missed Shot by Wayne Ellington,Lips to Blake Griffin step back long gun short.,1.0
Missed Shot by Dwayne Bacon,"Fake, but still had enough time to get back.",0.0
3-pointer by James Ennis III,Eric Gordon fakes the three.,1.0
Missed Shot by Domantas Sabonis,"Savannah's misses that double handed jam inside, with the reverse TJ Warren.",0.0
Turnover by Brook Lopez,And here's a steal by ado behind the back.,1.0
Missed Shot by Joe Ingles,Little fake.,1.0
Missed Shot by Giannis Antetokounmpo,"Step back jumper by Giannis is little bit short, rosier with the rebound.",1.0
Missed Shot by Gary Harris,Gary Harris is inside great fake.,1.0
Foul by Rondae Hollis-Jefferson,"Is Giannis the long strides, the euro step and got the whistle came in late.",1.0
3-pointer by Dillon Brooks,Allen fakes Hunter drives kicks to the Lincoln Brook shot Clock expiring has Dillon Brooks put it down.,1.0
Missed Shot by Rudy Gobert,"Joe goes behind the back, feeds it off to Rudy, gives a back Joe jingles inside to control Gobert.",1.0
Replay - Auto Detection,"If he can make this shot little confident builder confidence builder right there, stepping back and.",1.0
Rebound by Hamidou Diallo,"Curry, great backdoor caught.",1.0
Turnover by JJ Redick,Holiday steps back for the long two and another rebound another crack at it for the Pelicans.,1.0
Missed Shot by Harrison Barnes,"That time will step back against Dockage defense, I thought.",0.0
Foul by Kelly Oubre Jr.,Backdoor cut their black from behind by Oubre but then.,1.0
Missed Shot by Luka Doncic,Tim Hardaway junior defended by none Toncic good shot fake missed his first opportunity tonight.,1.0
Missed Shot by Nikola Jokic,"Both went to the ball, the lob was open.",0.0
Missed Shot by Marcin Gortat,"Just for the roses down the Lane, the lob that app will not fall.",0.0
Rebound by Kawhi Leonard,We've already seen one lob when Luca got into the page fire.,0.0
Missed Shot by Andrew Wiggins,Free games on the step back doesn't get the roll.,1.0
Dunk by Davis Bertans,Nice backdoor cut.,1.0
Missed Shot by Danilo Gallinari,Mr Jam when we bound comes out to Tony Snell.,1.0
Missed Shot by Markelle Fultz,All opportunities ahead fake got two big defenders off balance.,1.0
2-pointer by Gary Harris,"Gary behind the back, and even he lays it up and then I might settle things down.",1.0
2-pointer by CJ McCollum,Nice little fake on Davis and there's the first bucket.,1.0
Steal by Bruce Brown,Backdoor cut by Villin Bruce Brown steps in front and steals.,1.0
3-pointer by Danuel House,Daniel how's step back three.,1.0
Missed Shot by E'Twaun Moore,Backdoor run through holiday.,1.0
Steal by Devonte' Graham,No look pass.,1.0
Turnover by Trae Young,No look pass.,1.0
Turnover by Donovan Mitchell,"Looking for one of those lobs, but Dallas ready for Harper.",1.0
Missed Shot by James Harden,Their here's hard luck with that step back 3.,1.0
Turnover by De'Aaron Fox,Nice little fake but he took an extra step.,1.0
Missed Shot by Trae Young,Let's go a lot of lobs to him tray with.,0.0
Missed Shot by Karl-Anthony Towns,Step back three by towns too strong.,1.0
Assist by Ja Morant,Allen fakes Hunter drives kicks to the Lincoln Brook shot Clock expiring has Dillon Brooks put it down.,1.0
3-pointer by Damian Lillard,So name stops on a dime and says you want to come out a little bit further than that.,1.0
Missed Shot by Marcus Smart,Smart home fake now fires.,1.0
2-pointer by Nikola Jokic,It's around the corner trying to fake out 18 in the hook shot is good.,1.0
2-pointer by Klay Thompson,Step back again.,1.0
3-pointer by Danny Green,"Danny Green, little head fake.",1.0
Foul by Andre Drummond,Chase drew a foul as he went up to try and jam it.,0.0
Replay 0.062-0.055,McGee fakes out there comes back into nowhere.,1.0
Missed Shot by Jrue Holiday,Little step back action stays out as Josh Jackson clears it away.,1.0
Dunk by Giannis Antetokounmpo,Middleton lobs it up for antenna kupo,1.0
Missed Shot by Tobias Harris,Lobs over the right shoulder.,0.0
Missed Shot by Avery Bradley,Such backdoor corner feed Avery Bradley Long gun short rebound Rondo.,1.0
Missed Shot by RJ Barrett,Barry Euro steps in couldn't finish get tonight at the rim still alive for the next year.,1.0
2-pointer by Keldon Johnson,Here's DeRozan behind the back to Kelvin.,1.0
Missed Shot by Jaylen Brown,Gordon Hayward dribbling through a bunch of defenders thanks low step back jumper won't go.,1.0
2-pointer by Ivica Zubac,"You can see fresher legs from the Nuggets, little euro step inside Tappin, try zubat Scott of them a third time on the George Smith.",1.0
Assist by James Wiseman,Andrew Wiggins with the step back Wiseman already with a couple of rebound to the game who pray.,1.0
Steal by Wilson Chandler,Wow got away with that one now part is open he steps back for us.,1.0
Dunk by RJ Barrett,"RJ Barrett get ahead a little bit here to start this game off, Barrett on the lob and he's back.",1.0
3-pointer by Reggie Jackson,Andre fakes the handoff to Bruce Brown gives it up Chellington.,1.0
3-pointer by James Harden,Here comes a step back 310 down the Hatch.,1.0
Missed Shot by Jrue Holiday,Step back through holiday off the back of the rim and Nurkic clears it away.,1.0
2-pointer by Otto Porter Jr.,Auto Porter on a step back and he answers.,1.0
Rebound by Giannis Antetokounmpo,There's the step back three over Brogdon.,1.0
Turnover by Joe Harris,Matched up with Cam reddish backdoor cutting.,1.0
3-pointer by Kyle Lowry,"Step back three over Oladipo, drills it.",1.0
Rebound by Zach LaVine,"Behind the back dribble, lost it, gets it back, roads it up, no good.",1.0
2-pointer by Klay Thompson,Thompson drives nice fake annaleise at home.,1.0
Turnover by Bradley Beal,The lobster panga off the backboard.,1.0
2-pointer by Gary Harris,Here's Harris little step back over Buddy Hield.,1.0
Missed Shot by Kevin Huerter,A terrific player now heard her steps back.,1.0
Rebound by Alex Len,I say Cannonball fake stepped into three.,1.0
Turnover by Kemba Walker,"Take him back to Walker, fakes the three.",1.0
3-pointer by Maurice Harkless,He's going to get more relaxed and more comfortable up here in the big step back 3.,1.0
Missed Shot by LeBron James,Step back three for James.,1.0
Missed Shot by Derrick White,Fox is going to throw lobs.,0.0
Turnover by Paul George,"actor Paul George steps back Bob to the Hawks, knock it away and take it away.",1.0
2-pointer by Guerschon Yabusele,Bird no look passing side and it's good by Gerson.,1.0
Foul by Rodney Hood,"Jordan Bell goes inside, misses the jam, but he got hit.",1.0
Missed Shot by Paul George,Step back jumper is short long rebound craft taps it over to Harris.,1.0
2-pointer by Chris Paul,What a fake.,1.0
Missed Shot by Julius Randle,Randle against Carmelo Anthony single coverage steps back his short jumper can't connect.,1.0
2-pointer by Jayson Tatum,It hits the step back jump shot with that lethal middle range game of his Boston leading by pool.,1.0
Block by Robert Covington,And here comes OK. See they have a 3 on two tort with a little euro step inside to Adams and Robert Covington with a nice recovery.,1.0
Foul by Jalen Brunson,Tuluka makes those step back threes look easy.,0.0
Missed Shot by Furkan Korkmaz,Fake and the three is short.,1.0
Replay - Auto,"Gotta step back down am it's resources, right?",1.0
2-pointer by Kentavious Caldwell-Pope,Caldwell Pope cutting backdoor in behind ****** and it gets delayed.,1.0
FT-Made by Luka Doncic,He wants to shoot a step back.,0.0
Foul by Evan Fournier,Free young lobs it for Collins and a foul.,1.0
Replay 0.069-0.059,Right behind the back in front of Venice.,1.0
2-pointer by Skal Labissiere,Here's lobby Seer backing down and he gets the role.,0.0
2-pointer by Reggie Jackson,"Behind the back gets by angles, gets to the rack off the high glass.",1.0
Missed Shot by Jabari Parker,Trey ***** in nice behind the back pass spots open.,1.0
2-pointer by Stephen Curry,Courage to step back in the tribe and they need more of that from them.,1.0
Turnover by Donovan Mitchell,Here comes Donovan Mitchell into the Lane double teamed.,1.0
Missed Shot by Kyle Lowry,Lowry with an ice ball fake on Tucker.,1.0
Replay - Auto,Great little backdoor cut alcohol with a beautiful pass right on the money and Tony Parker just doing a lot of focus there.,1.0
Assist by Matthew Dellavedova,"On the right side, by terror the Delon Wright just makes a great play great finish against Tom Baker, inside backdoor Brogdon on the other side.",1.0
Rebound by Serge Ibaka,"Here's green backdoor cut by step, partially blocked by Beverly.",1.0
Missed Shot by Stephen Curry,"Here's green backdoor cut by step, partially blocked by Beverly.",1.0
Jump Ball by JaVale McGee,Lob right off.,1.0
2-pointer by Nikola Jokic,But good to see Joe knock down one Jokic so good with a step back.,1.0
Missed Shot by Luka Doncic,"Been out on Doncic, let's step back for you something.",1.0
2-pointer by Andrew Wiggins,Not played well against Utah is Andrew Wiggins makes another backdoor cut.,1.0
2-pointer by Brook Lopez,Faked one's pants down the lamp.,1.0
2-pointer by Gary Harris,Gary Harris inside great fake.,1.0
Missed Shot by D'Angelo Russell,DeAngelo Russell would stop step back.,1.0
Turnover by Shai Gilgeous-Alexander,Try playing lobs it up for Jukebox.,0.0
2-pointer by Tristan Thompson,Nice little fake.,1.0
Replay - Auto Detection,He normally shoots a step back right there and miles I think is ready for it.,0.0
FT-Made by Danilo Gallinari,So he's going to use those shot fakes.,0.0
Turnover by Tomas Satoransky,Damn rubbish with alot college with the jam and that's how he wore the Bulls out here last January.,0.0
Turnover by Luka Doncic,Bunch of instaflex the attempted lob.,0.0
Missed Shot by Rajon Rondo,Step back.,1.0
3-pointer by Dion Waiters,Christiane steps back shoots the 3:00 AM berries.,1.0
Dunk by Jusuf Nurkic,The basket and a big jam by Yusuf Nurkic.,1.0
Missed Shot by John Collins,John Collins can't convert the lob inside.,1.0
Turnover by Tomas Satoransky,Backdoor cut watch couldn't find him.,0.0
Replay - Auto,Fake getting up in the air and complete the play.,1.0
2-pointer by Otto Porter Jr.,Here's Porter with a fake.,1.0
2-pointer by Gordon Hayward,Little step back into Lane for two.,1.0
